t_s,adcr
0.3420715999964159,31
0.34236059998511337,72
0.3426114000030793,45
0.34286790000624023,18
0.3431808000023011,56
0.343468999984907,-86
0.34374479998950846,-81
0.3440493999805767,-27
0.344318999996176,-50
0.3445730999810621,-37
0.3448404999799095,-57
0.3450922000047285,22
0.34536899998784065,-48
0.3456187999981921,10
0.34592399999382906,-64
0.34622350000427105,-21
0.34650270000565797,10
0.34684159999596886,22
0.34709169997950085,61
0.3473404999822378,-28
0.3475902999925893,-19
0.34784070000750944,-89
0.3481391999812331,-11
0.34846519998973235,63
0.3487154000031296,22
0.3489707999979146,-14
0.3492625999788288,36
0.34959080000407994,8
0.34991329998592846,22
0.35018290000152774,-59
0.3504714999871794,-23
0.3507623999903444,-9
0.3511036999989301,18
0.35139039999921806,6
0.35167529998579994,64
0.3519697999872733,-19
0.3522551000060048,-20
0.352707999991253,-11
0.35308460000669584,-83
0.3535074999963399,72
0.35397130000637844,-36
0.3543331999971997,23
0.35465860000113025,-55
0.3549380000040401,-5
0.35523749998537824,-18
0.35553790000267327,37
0.3558232999930624,-26
0.3560732000041753,49
0.3563175000017509,61
0.35657069997978397,24
0.3568700999894645,38
0.3571096999803558,14
0.35738189998664893,71
0.3576693999930285,-1
0.3579217999940738,68
0.3581745999981649,39
0.3584283999807667,-5
0.35871199998655356,31
0.3589616999961436,-7
0.3592122999834828,34
0.3594654999906197,58
0.3597332999925129,6
0.3600871999806259,24
0.36036069999681786,1
0.3606447000056505,40
0.3609417999978177,-81
0.36121750000165775,-87
0.3614704000065103,20
0.36174860000028275,-81
0.3620906999858562,21
0.3623377000039909,-34
0.3625861000036821,-18
0.3628591999877244,15
0.3631139000062831,-29
0.36336279998067766,-20
0.3636491999786813,-29
0.3639452999923378,-45
0.3641946999996435,-3
0.36445130000356585,-39
0.3647382000053767,-4
0.36504879998392425,-29
0.3653414000000339,2
0.36559139998280443,26
0.3658432999800425,-17
0.3661197999899741,-8
0.36637239999254234,-20
